transaction_id,order_id,product_id,customer_id,employee_id,total_sales,quantity,discount
681,34,59,600,11,281.08,8,0.39
682,48,36,203,36,230.98,5,0.13
683,47,98,1674,59,418.46,7,0.09
684,2,92,1174,82,201.81,3,0.2
685,137,26,1824,31,459.2,2,0.39
686,189,94,1202,56,342.31,9,0.42
687,167,26,890,2,24.24,4,0.47
688,42,64,883,97,259.91,7,0.46
689,178,82,211,9,45.47,6,0.12
690,66,7,582,51,92.1,7,0.11
691,43,68,1877,33,216.09,3,0.32
692,130,94,298,47,250.93,9,0.02
693,111,14,724,35,32.85,2,0.44
694,58,44,172,89,108.92,7,0.46
695,100,24,1547,18,161.02,1,0.37
696,120,1,807,20,273.59,4,0.42
697,89,35,1759,82,374.42,4,0.38
698,2,7,1403,57,77.53,10,0.39
699,27,57,1823,25,318.99,3,0.35
700,93,4,215,20,182.23,2,0.44
701,53,9,370,45,291.41,7,0.01
702,80,53,613,72,415.11,5,0.02
703,168,27,1648,40,112.08,1,0.18
704,137,75,636,15,451.09,8,0.34
705,195,85,715,76,118.11,4,0.26
706,39,71,1450,14,293.3,1,0.19
707,16,58,1494,74,44.4,4,0.05
708,7,19,273,76,129.06,10,0.11
709,97,69,179,20,258.25,7,0.42
710,54,27,1582,88,190.89,7,0.09
711,64,94,1110,24,380.89,3,0.11
712,90,8,1821,75,221.53,3,0.02
713,90,13,625,93,343.69,3,0.43
714,75,28,1263,66,12.14,9,0.13
715,71,67,1782,79,420.49,2,0.09
716,158,3,11,92,33.65,1,0.43
717,175,52,1898,44,362.0,1,0.26
718,141,43,340,82,59.32,6,0.19
719,36,52,1468,89,249.55,9,0.04
720,112,3,1261,3,44.56,6,0.37
721,19,58,1387,12,492.17,5,0.37
722,52,22,283,45,196.98,2,0.47
723,11,66,616,30,130.11,4,0.13
724,81,90,361,98,96.74,9,0.43
725,9,46,696,54,489.07,10,0.01
726,17,4,798,42,86.37,4,0.41
727,110,59,1291,50,203.53,3,0.34
728,25,32,1643,93,236.92,7,0.5
729,124,18,450,73,44.83,5,0.11
730,108,7,725,74,444.52,7,0.47
731,72,70,1011,90,77.55,3,0.45
732,108,46,1443,80,407.48,5,0.22
733,53,90,691,2,131.23,7,0.29
734,27,98,151,57,22.43,9,0.2
735,150,68,1048,76,194.74,6,0.23
736,65,91,1909,51,475.75,8,0.45
737,158,27,1427,38,493.01,4,0.42
738,143,5,23,68,282.59,7,0.48
739,52,56,1200,85,260.31,10,0.28
740,151,49,1343,12,469.53,4,0.4
741,150,50,621,25,318.96,9,0.3
742,90,84,52,91,468.45,3,0.32
743,143,7,397,80,99.01,6,0.08
744,150,75,184,17,245.4,7,0.34
745,136,92,1966,68,195.27,9,0.2
746,116,71,1394,5,120.64,2,0.21
747,128,74,1026,62,311.11,10,0.31
748,31,15,1942,99,103.95,2,0.23
749,132,99,1138,35,233.72,8,0.34
750,45,61,1076,96,221.63,1,0.06
751,104,17,382,26,387.58,3,0.39
752,5,57,1139,13,108.49,6,0.44
753,47,56,90,97,141.14,1,0.44
754,173,62,594,92,473.86,6,0.07
755,185,92,347,79,480.66,9,0.46
756,77,61,1940,82,408.38,8,0.05
757,81,36,29,16,292.71,10,0.1
758,50,25,1390,57,334.12,2,0.46
759,48,37,1889,25,55.01,6,0.25
760,76,13,1338,70,17.23,7,0.46
761,192,48,1645,44,102.13,9,0.19
762,115,61,618,13,478.87,1,0.29
763,119,91,144,83,281.12,2,0.11
764,94,58,1775,80,363.78,1,0.22
765,70,45,165,46,156.85,7,0.31
766,158,57,537,84,174.49,4,0.22
767,196,79,1910,73,54.46,4,0.01
768,36,45,1003,79,323.97,1,0.06
769,159,90,1662,84,23.93,7,0.26
770,74,38,761,52,155.33,1,0.46
771,182,32,788,98,223.47,4,0.37
772,175,11,829,98,439.63,5,0.45
773,45,43,513,96,201.94,5,0.07
774,163,54,1040,14,261.75,1,0.35
775,126,29,1626,97,136.59,6,0.23
776,184,35,1549,62,334.34,5,0.28
777,172,28,964,15,457.78,10,0.23
778,105,96,966,83,342.45,7,0.27
779,86,63,314,78,268.49,1,0.37
780,190,39,854,20,272.4,8,0.21
781,109,100,131,11,54.5,7,0.12
782,50,72,1982,45,282.63,2,0.42
783,153,53,1305,8,67.88,5,0.17
784,157,48,1910,94,208.05,7,0.37
785,135,4,1209,14,69.64,1,0.44
786,196,44,594,58,161.28,2,0.45
787,168,95,1785,71,447.51,5,0.04
788,114,68,1254,3,274.06,4,0.06
789,121,94,861,16,140.3,4,0.3
790,12,14,1200,6,355.74,3,0.5
791,143,89,961,57,481.67,3,0.48
792,185,47,890,56,17.07,10,0.34
793,25,25,513,72,13.98,3,0.19
794,144,74,1279,22,12.34,7,0.45
795,180,50,1750,81,214.27,4,0.03
796,135,81,730,34,168.73,7,0.02
797,154,84,1111,27,367.7,10,0.27
798,10,71,770,77,457.01,2,0.36
799,80,84,524,52,115.83,2,0.27
800,88,83,1611,100,389.27,5,0.17
801,187,96,736,87,374.95,3,0.16
802,156,32,303,87,476.43,3,0.01
803,141,66,1367,74,484.61,8,0.35
804,71,62,1507,76,321.36,5,0.32
805,128,75,624,39,223.41,8,0.4
806,90,90,1663,64,87.39,9,0.02
807,106,25,246,71,271.0,6,0.03
808,77,66,1373,47,209.71,9,0.32
809,38,21,1976,97,208.64,9,0.43
810,70,91,1502,27,15.75,10,0.26
811,165,24,1495,98,438.35,5,0.41
812,171,85,965,15,360.54,5,0.28
813,11,45,1645,14,183.42,3,0.35
814,150,37,53,61,498.75,7,0.34
815,159,35,1722,98,78.15,6,0.27
816,96,41,332,87,294.97,4,0.45
817,98,6,1193,66,470.52,1,0.45
818,93,56,641,85,399.47,8,0.32
819,198,24,1504,11,447.63,8,0.03
820,158,79,1254,17,166.2,4,0.25
821,42,84,1725,100,88.96,9,0.42
822,73,63,1655,12,129.53,6,0.35
823,10,11,990,8,190.75,10,0.48
824,18,81,565,30,394.04,7,0.03
825,173,63,310,15,458.66,2,0.42
826,22,6,879,14,286.4,8,0.23
827,26,9,1491,36,239.32,7,0.29
828,11,79,65,83,490.91,9,0.33
829,154,80,1877,61,493.63,10,0.4
830,52,44,1578,92,35.0,9,0.17
831,107,27,1787,78,75.27,1,0.36
832,135,66,493,21,74.1,1,0.42
833,18,80,1143,9,24.05,1,0.15
834,4,66,1578,51,391.86,2,0.28
835,42,70,591,10,208.42,8,0.05
836,140,14,1054,97,413.4,2,0.19
837,89,25,316,53,285.27,8,0.29
838,7,63,710,37,49.64,1,0.13
839,139,20,1553,15,87.45,10,0.44
840,159,12,1552,40,254.64,8,0.09
841,2,7,1915,100,300.07,5,0.02
842,123,33,794,61,316.93,4,0.3
843,133,90,362,29,497.67,7,0.06
844,155,92,1649,56,383.1,1,0.49
845,68,63,708,67,127.06,9,0.21
846,47,85,75,40,254.45,8,0.16
847,78,81,774,37,291.81,4,0.44
848,189,73,135,67,109.72,4,0.16
849,141,34,876,95,370.43,5,0.49
850,14,92,5,96,306.21,7,0.24
851,129,85,971,45,48.95,8,0.21
852,165,55,778,84,378.7,10,0.11
853,117,74,1071,44,100.03,5,0.19
854,19,12,462,92,171.97,2,0.07
855,125,31,1413,39,325.38,10,0.04
856,55,20,565,13,353.46,10,0.23
857,191,65,1269,91,118.51,5,0.39
858,145,10,1608,20,66.26,8,0.05
859,141,77,1134,84,236.12,2,0.18
860,153,26,440,62,283.14,7,0.26
861,126,38,601,27,197.34,3,0.45
862,159,3,640,74,135.54,1,0.29
863,172,65,463,83,184.02,6,0.09
864,28,86,416,83,349.03,6,0.01
865,50,50,364,59,255.88,3,0.34
866,144,83,58,94,350.7,2,0.27
867,181,91,243,89,122.16,8,0.44
868,47,9,44,68,93.83,1,0.28
869,86,52,1973,15,118.66,9,0.12
870,78,63,1852,47,351.96,6,0.0
871,77,66,568,56,95.75,8,0.48
872,53,65,270,84,443.87,9,0.25
873,137,81,407,41,229.81,4,0.47
874,10,73,767,86,476.55,1,0.49
875,98,10,1296,20,241.93,1,0.5
876,176,3,1148,3,350.52,8,0.33
877,29,47,1957,83,207.67,3,0.19
878,130,58,773,88,129.19,2,0.02
879,53,15,1739,27,157.17,3,0.49
880,23,28,1155,7,495.75,8,0.06
881,74,13,1789,94,87.2,8,0.01
882,183,46,613,35,228.37,4,0.37
883,19,65,977,86,95.24,10,0.23
884,154,73,1320,87,335.57,7,0.29
885,197,60,742,90,210.42,6,0.12
886,141,73,95,67,444.66,10,0.33
887,55,1,726,40,48.13,6,0.32
888,179,7,972,40,293.67,6,0.13
889,190,90,1334,50,497.55,10,0.28
890,9,8,1758,78,181.79,4,0.49
891,58,71,375,13,52.17,4,0.33
892,22,29,642,16,246.83,3,0.5
893,151,22,1957,73,287.25,4,0.1
894,98,94,275,36,360.56,8,0.13
895,23,98,1982,78,263.26,4,0.22
896,72,82,402,59,408.46,8,0.21
897,126,99,1990,11,279.34,4,0.11
898,186,23,1769,25,311.65,1,0.36
899,77,96,21,92,458.49,9,0.17
900,94,37,1292,20,367.84,8,0.01
901,150,8,1553,88,182.97,1,0.14
902,185,11,1264,67,360.83,7,0.15
903,189,69,1126,5,322.44,3,0.43
904,55,4,20,17,156.7,6,0.31
905,159,82,800,92,256.8,3,0.03
906,10,59,1059,86,337.52,6,0.35
907,72,99,158,1,16.09,5,0.35
908,20,10,416,77,214.95,7,0.24
909,40,36,706,55,238.94,7,0.46
910,76,57,347,89,361.87,7,0.01
911,111,1,1628,77,72.46,8,0.46
912,151,85,1785,57,451.09,6,0.21
913,2,36,1379,92,392.11,8,0.03
914,70,72,830,37,153.4,5,0.39
915,110,50,1594,49,433.19,4,0.44
916,15,81,1057,18,50.64,9,0.13
917,99,45,1414,4,74.03,1,0.0
918,71,6,1282,24,379.72,4,0.46
919,81,71,114,30,179.95,5,0.06
920,11,25,647,13,344.1,7,0.4
921,11,82,1532,11,325.68,2,0.06
922,192,77,1550,54,383.71,5,0.47
923,155,96,1614,37,251.21,6,0.37
924,2,93,1855,34,105.82,5,0.28
925,82,21,1196,12,398.02,5,0.38
926,181,58,330,88,33.12,7,0.46
927,40,3,1862,46,272.56,2,0.41
928,177,29,237,94,488.87,10,0.42
929,39,71,1126,79,387.53,5,0.36
930,176,1,139,73,139.31,8,0.2
931,77,25,1426,96,271.49,1,0.23
932,105,89,1639,84,57.96,2,0.09
933,185,99,430,81,65.68,1,0.39
934,22,49,662,72,448.0,1,0.0
935,121,38,523,51,42.5,5,0.35
936,145,8,1280,34,160.8,1,0.19
937,26,49,473,29,298.07,2,0.11
938,9,27,255,62,111.27,4,0.39
939,167,2,1514,85,194.2,1,0.45
940,165,35,1996,63,196.32,10,0.32
941,145,88,1831,32,214.26,5,0.47
942,22,22,562,29,379.96,5,0.17
943,184,86,414,63,133.63,1,0.05
944,151,75,1658,10,166.58,10,0.09
945,168,85,1833,50,420.37,10,0.05
946,4,46,195,55,136.09,8,0.39
947,115,48,1111,48,139.37,2,0.16
948,24,66,1483,69,15.83,6,0.13
949,71,38,526,92,305.73,8,0.01
950,148,30,111,27,47.05,2,0.0
951,33,40,1672,6,10.64,1,0.38
952,179,29,1288,10,342.53,1,0.18
953,124,87,239,68,55.71,10,0.19
954,65,92,451,11,244.57,7,0.26
955,26,38,1474,97,355.28,2,0.26
956,8,34,1196,66,485.69,3,0.07
957,52,67,606,43,329.59,3,0.37
958,105,97,1430,42,417.53,3,0.19
959,97,84,1527,28,224.69,3,0.02
960,145,58,139,3,138.5,4,0.31
961,189,21,1678,75,402.77,6,0.02
962,130,76,462,56,261.37,8,0.48
963,56,74,654,1,203.96,5,0.21
964,43,39,8,97,307.45,3,0.21
965,106,9,123,99,25.29,4,0.31
966,10,69,412,4,286.11,5,0.37
967,98,80,873,99,405.93,5,0.32
968,179,7,1428,98,191.02,9,0.14
969,140,19,337,42,302.64,1,0.05
970,52,99,992,3,20.05,7,0.12
971,200,54,1899,49,458.69,10,0.17
972,57,66,349,20,320.66,5,0.3
973,47,57,1856,35,110.01,3,0.12
974,199,54,459,96,319.07,10,0.08
975,113,19,1674,64,267.9,7,0.2
976,149,49,1624,97,408.64,2,0.12
977,63,89,418,13,232.95,4,0.41
978,111,34,1438,4,374.52,6,0.07
979,162,89,1568,36,196.15,3,0.35
980,144,66,1505,44,231.72,9,0.24
981,25,7,658,99,208.4,9,0.47
982,50,43,1584,21,98.2,1,0.32
983,84,33,1282,62,60.58,2,0.45
984,24,83,968,72,78.25,6,0.41
985,29,45,264,39,305.57,3,0.0
986,28,10,965,26,11.59,5,0.09
987,159,56,640,96,220.05,2,0.27
988,155,16,216,78,194.41,3,0.33
989,148,45,843,49,467.2,7,0.09
990,140,61,921,85,146.14,9,0.11
991,152,25,1415,70,360.15,5,0.24
992,134,8,899,44,244.45,6,0.28
993,113,51,1107,70,390.67,7,0.1
994,41,61,809,95,156.91,7,0.49
995,63,88,1937,37,427.82,9,0.43
996,82,31,166,33,143.04,3,0.13
997,47,42,671,3,395.46,9,0.03
998,161,91,1171,47,395.76,1,0.12
999,171,69,387,94,497.37,10,0.22
1000,114,8,1730,65,473.04,1,0.04
1001,106,87,567,36,424.79,9,0.15
1002,126,7,1716,56,42.53,2,0.06
1003,102,69,1078,12,145.75,1,0.12
1004,95,58,1153,30,287.96,10,0.19
1005,156,52,1034,63,320.9,3,0.36
1006,198,4,1701,9,456.21,9,0.35
1007,192,51,37,93,24.37,7,0.43
1008,154,42,87,82,214.31,5,0.01
1009,73,91,237,92,114.39,2,0.07
1010,22,46,1125,54,348.03,8,0.19
1011,191,31,1118,54,457.45,2,0.08
1012,78,22,1879,96,105.18,1,0.14
1013,43,67,1609,94,15.1,10,0.09
1014,196,37,517,81,118.54,1,0.37
1015,119,100,1945,28,254.95,3,0.08
1016,70,95,1484,59,349.37,4,0.39
1017,96,71,1583,14,120.09,9,0.3
1018,152,26,1989,57,165.55,9,0.23
1019,60,14,338,24,449.11,8,0.29
1020,74,10,715,88,23.84,6,0.18
1021,44,71,1268,45,72.12,7,0.19
1022,116,12,1519,33,93.57,5,0.19
1023,91,84,1150,73,202.85,10,0.0
1024,174,11,1033,40,214.52,9,0.29
1025,81,32,649,31,196.93,10,0.46
1026,42,76,1487,67,429.8,2,0.42
1027,192,6,1533,98,192.53,10,0.22
1028,186,97,1834,33,206.54,3,0.14
1029,114,74,1691,90,409.23,4,0.3
1030,112,34,1696,27,114.89,8,0.13
1031,94,61,1473,4,101.84,10,0.27
1032,170,49,191,34,374.72,1,0.47
1033,187,67,826,61,423.53,5,0.33
1034,123,3,1359,12,206.14,6,0.04
1035,3,62,1972,92,298.34,8,0.05
1036,57,35,780,77,241.0,3,0.16
1037,128,93,1509,99,344.81,6,0.19
1038,24,36,348,78,248.66,2,0.2
1039,118,37,437,5,176.45,5,0.06
1040,170,5,295,55,137.52,2,0.12
1041,27,38,1182,48,50.73,1,0.45
1042,112,60,585,93,458.78,2,0.49
1043,41,77,1450,7,417.37,5,0.13
1044,157,78,1819,22,278.13,5,0.49
1045,37,9,304,1,399.43,6,0.3
1046,9,32,1215,6,206.82,7,0.44
1047,61,39,1575,66,301.15,7,0.26
1048,139,54,1252,99,124.53,3,0.37
1049,163,15,348,26,485.19,7,0.05
1050,130,42,1640,32,492.21,5,0.22
1051,68,39,1710,36,65.89,9,0.06
1052,121,79,781,100,124.52,7,0.31
1053,110,19,1731,94,69.62,9,0.48
1054,50,30,586,30,344.91,7,0.02
1055,66,73,17,82,217.57,1,0.16
1056,17,19,302,79,321.96,9,0.1
1057,22,19,1205,34,409.73,1,0.37
1058,189,58,426,24,276.68,1,0.22
1059,51,81,316,28,497.51,2,0.31
1060,131,22,768,1,363.73,5,0.45
1061,64,100,1981,79,442.56,3,0.16
1062,183,26,36,70,122.88,1,0.34
1063,196,58,1639,48,27.97,3,0.11
1064,115,29,1522,70,82.53,9,0.33
1065,62,50,1294,25,57.35,1,0.41
1066,127,93,971,38,322.63,8,0.03
1067,23,93,1249,54,211.9,10,0.24
1068,34,3,528,88,270.17,1,0.31
1069,11,10,300,15,194.52,2,0.39
1070,44,6,1599,75,324.43,1,0.15
1071,95,57,938,58,78.44,1,0.35
1072,123,24,410,59,314.18,8,0.39
1073,48,8,764,56,27.27,9,0.18
1074,172,15,524,12,468.01,3,0.05
1075,62,55,1253,37,141.87,4,0.04
1076,110,3,1003,83,289.04,3,0.08
1077,41,92,1082,45,341.59,1,0.47
1078,103,24,317,23,486.68,1,0.35
1079,31,59,1115,5,360.06,1,0.23
1080,49,51,1008,2,52.17,4,0.48
1081,138,4,1105,52,444.44,9,0.17
1082,79,51,1190,53,40.42,4,0.29
1083,92,38,668,76,299.35,8,0.24
1084,23,41,94,26,249.64,10,0.13
1085,190,4,1650,69,87.51,10,0.45
1086,144,83,1142,26,318.55,10,0.27
1087,20,24,249,16,331.95,5,0.3
1088,122,62,1058,95,160.43,2,0.16
1089,197,8,1626,81,309.95,2,0.25
1090,138,80,1523,24,194.03,2,0.33
1091,122,46,1799,24,351.54,4,0.09
1092,130,62,1216,40,339.34,1,0.01
1093,131,43,419,3,216.04,3,0.12
1094,199,26,1722,49,256.97,7,0.36
1095,138,91,1812,90,203.02,8,0.37
1096,180,61,687,6,61.4,6,0.48
1097,133,14,1614,23,427.99,6,0.02
1098,60,3,1710,73,13.7,2,0.14
1099,4,17,376,28,14.08,7,0.38
1100,143,20,356,46,378.35,4,0.48
1101,178,3,1894,77,249.73,4,0.45
1102,82,91,385,100,348.9,6,0.31
1103,14,61,817,82,172.49,10,0.18
1104,46,98,929,9,54.19,7,0.27
1105,187,77,711,64,412.7,1,0.46
1106,165,9,668,30,300.04,2,0.15
1107,109,94,68,18,71.31,2,0.46
1108,99,31,114,82,462.39,9,0.38
1109,99,51,1071,67,101.02,3,0.08
1110,24,3,1144,78,228.65,7,0.22
1111,127,69,640,37,186.98,2,0.43
1112,81,78,497,73,27.79,10,0.3
1113,152,20,299,100,484.4,5,0.24
1114,98,60,481,48,272.75,10,0.34
1115,186,87,1391,74,378.57,9,0.09
1116,147,1,100,5,221.35,2,0.43
1117,102,80,512,51,488.75,3,0.26
1118,24,9,764,61,486.56,9,0.15
1119,129,68,1818,41,341.1,8,0.34
1120,163,51,1833,41,480.86,10,0.15
1121,113,50,1687,66,471.11,7,0.03
1122,151,15,1378,91,79.88,8,0.22
1123,62,18,1819,100,438.48,9,0.38
1124,67,39,1333,95,210.66,5,0.36
1125,41,97,1517,98,92.04,8,0.17
1126,114,11,1669,39,161.88,6,0.45
1127,190,93,1226,23,170.3,8,0.39
1128,27,2,1784,83,303.39,7,0.02
1129,110,67,1885,68,385.97,10,0.1
1130,149,15,528,98,83.18,1,0.44
1131,47,68,1594,61,222.52,6,0.25
1132,184,68,435,10,291.21,4,0.03
1133,173,73,6,45,134.95,2,0.33
1134,102,3,1629,17,209.46,5,0.27
1135,118,51,1703,37,89.32,3,0.46
1136,103,35,1163,10,286.9,9,0.07
1137,183,85,770,37,438.27,6,0.46
1138,15,14,1961,4,257.74,8,0.19
1139,30,29,1755,30,407.76,7,0.19
1140,78,27,1884,93,169.02,10,0.33
1141,194,56,778,42,373.41,3,0.37
1142,100,47,481,37,89.47,1,0.07
1143,52,34,1977,41,145.64,2,0.29
1144,45,5,1416,25,206.37,9,0.33
1145,40,30,3,48,365.28,3,0.02
1146,31,47,497,89,380.63,10,0.18
1147,118,69,1483,81,158.06,4,0.12
1148,110,60,921,22,67.68,1,0.28
1149,76,27,1192,33,166.02,10,0.07
1150,190,68,1722,46,341.98,5,0.32
1151,169,91,1194,13,112.35,6,0.46
1152,147,72,1760,50,376.74,6,0.14
1153,53,17,1535,60,189.85,7,0.49
1154,37,76,291,17,297.24,6,0.37
1155,70,62,823,79,62.81,3,0.03
1156,189,39,1747,73,417.12,2,0.02
1157,90,59,265,15,211.86,10,0.47
1158,30,6,1171,29,262.65,1,0.3
1159,123,19,318,19,174.91,8,0.2
1160,44,47,851,6,195.18,1,0.37
1161,140,36,1406,16,190.19,6,0.36
1162,45,19,718,54,305.45,5,0.2
1163,136,80,702,48,159.17,7,0.15
1164,105,84,1846,47,449.6,9,0.13
1165,93,10,1904,96,330.68,5,0.0
1166,88,40,165,17,283.09,4,0.14
1167,59,95,148,73,420.26,2,0.28
1168,163,87,1293,43,433.84,4,0.27
1169,42,75,104,29,99.01,2,0.24
1170,41,8,93,46,102.01,3,0.24
1171,52,68,1435,55,146.21,2,0.35
1172,2,93,210,72,14.93,10,0.04
1173,1,74,66,43,275.9,8,0.17
1174,66,28,603,96,99.63,2,0.44
1175,24,91,1592,79,381.57,9,0.35
1176,110,27,1705,74,150.51,7,0.3
1177,21,82,807,44,347.07,5,0.22
1178,128,95,1521,34,339.92,10,0.11
1179,53,57,70,21,106.48,5,0.09
1180,161,98,339,68,493.6,6,0.35
1181,9,58,1082,82,464.99,3,0.49
1182,156,21,404,66,379.16,7,0.29
1183,110,54,1964,56,241.92,7,0.46
1184,51,8,1956,16,185.05,6,0.07
1185,69,86,1272,36,466.66,7,0.48
1186,150,36,500,71,95.43,6,0.35
1187,151,49,758,83,421.02,3,0.39
1188,45,71,361,46,431.97,8,0.44
1189,47,61,372,8,397.07,10,0.2
1190,123,48,1405,17,129.13,2,0.46
1191,35,27,5,13,228.44,5,0.34
1192,131,84,1272,76,487.4,5,0.44
1193,95,48,791,84,400.52,4,0.08
1194,121,85,248,55,92.82,6,0.28
1195,101,3,78,78,293.41,3,0.48
1196,180,49,160,84,235.94,3,0.45
1197,75,21,1105,38,314.45,5,0.35
1198,9,59,889,9,156.16,5,0.23
1199,142,49,1683,76,264.5,10,0.28
1200,107,7,1242,75,178.23,7,0.09
1201,24,36,608,52,486.71,9,0.36
1202,33,82,126,73,12.56,8,0.32
1203,119,80,1919,2,70.54,4,0.33
1204,182,35,227,67,175.28,3,0.07
1205,14,38,21,66,334.26,8,0.3
1206,174,97,1727,99,474.96,8,0.36
1207,85,37,1555,62,499.89,3,0.17
1208,170,54,866,8,471.48,10,0.48
1209,26,27,1729,44,256.69,8,0.38
1210,137,99,1992,68,284.41,8,0.11
1211,69,13,656,71,167.87,3,0.19
1212,132,52,1737,11,130.91,5,0.02
1213,50,92,1581,52,292.2,3,0.17
1214,5,77,330,87,202.16,2,0.15
1215,193,31,1788,53,94.24,3,0.38
1216,101,58,1904,100,215.47,2,0.01
1217,31,11,265,87,416.85,8,0.45
1218,44,51,167,37,71.34,9,0.13
1219,20,78,1334,46,387.75,1,0.37
1220,110,6,92,64,398.6,3,0.43
1221,24,33,1459,51,286.55,1,0.21
1222,114,48,1528,65,321.01,7,0.01
1223,59,39,342,97,231.67,9,0.45
1224,12,19,633,19,280.73,7,0.43
1225,34,98,1081,32,257.77,3,0.44
1226,32,36,208,32,257.04,8,0.0
1227,126,65,658,65,299.24,1,0.09
1228,67,85,1325,97,410.08,9,0.08
1229,25,67,882,51,481.79,6,0.02
1230,116,36,756,87,239.7,5,0.08
1231,57,88,1355,65,490.78,9,0.29
1232,163,49,1402,44,79.84,1,0.03
1233,198,40,759,95,238.16,4,0.16
1234,179,52,1295,5,38.64,4,0.08
1235,144,18,1638,20,134.85,9,0.13
1236,124,82,863,74,130.7,7,0.47
1237,114,64,1617,86,38.71,1,0.33
1238,192,26,689,92,28.23,9,0.33
1239,109,35,579,97,325.62,6,0.26
1240,77,23,1943,44,193.4,5,0.23
1241,40,73,733,1,308.93,10,0.03
1242,158,28,1195,52,27.75,2,0.06
1243,182,29,912,83,318.04,6,0.23
1244,183,2,1580,35,466.17,7,0.04
1245,36,24,1855,17,125.43,8,0.23
1246,84,8,1491,99,346.22,3,0.33
1247,129,23,968,21,111.9,5,0.45
1248,17,8,1843,30,27.16,5,0.09
1249,137,96,1543,25,282.12,2,0.47
1250,105,14,171,58,182.57,6,0.27
1251,113,55,303,44,473.29,4,0.43
1252,190,14,412,43,69.42,6,0.35
1253,155,15,919,50,377.48,3,0.35
1254,104,62,1179,96,71.22,5,0.22
1255,171,48,157,19,12.26,4,0.06
1256,47,23,1896,34,97.19,8,0.32
1257,119,16,1006,70,259.31,4,0.48
1258,87,28,1629,71,70.05,7,0.27
1259,77,28,1843,50,349.13,2,0.24
1260,169,27,1442,16,52.88,2,0.33
1261,71,77,1868,42,262.5,10,0.47
1262,79,79,1703,81,450.76,2,0.15
1263,14,5,1219,2,340.65,7,0.38
1264,69,43,1239,96,219.12,8,0.46
1265,200,18,668,90,344.09,10,0.13
1266,21,42,712,39,336.21,7,0.27
1267,17,26,121,57,403.18,3,0.34
1268,99,16,1050,59,209.97,2,0.15
1269,147,89,44,42,16.57,4,0.04
1270,139,100,1372,68,170.8,5,0.46
1271,77,22,593,99,40.82,7,0.23
1272,196,40,269,37,240.31,1,0.3
1273,68,75,220,30,408.19,2,0.06
1274,105,27,1759,61,475.28,2,0.49
1275,199,17,1845,16,340.77,8,0.3
1276,96,25,1096,38,363.37,10,0.13
1277,83,38,75,51,106.55,1,0.23
1278,177,34,103,84,272.3,9,0.43
1279,83,4,573,98,215.79,4,0.16
1280,116,55,200,72,93.82,1,0.31
1281,111,100,385,2,298.17,6,0.09
1282,114,66,396,60,489.76,10,0.06
1283,85,86,1501,86,49.73,10,0.14
1284,159,15,1569,16,172.0,9,0.48
1285,73,82,1905,36,41.98,4,0.05
1286,183,71,1417,19,234.73,9,0.39
1287,172,76,701,41,45.86,10,0.49
1288,98,82,1733,92,222.11,10,0.2
1289,47,52,1565,16,456.79,6,0.03
1290,145,73,33,90,25.08,7,0.15
1291,77,17,386,60,462.59,1,0.44
1292,119,32,666,69,365.68,1,0.48
1293,117,48,1187,70,463.33,9,0.43
1294,36,78,1064,1,319.17,8,0.43
1295,106,92,757,33,380.5,6,0.26
1296,161,54,255,22,456.65,4,0.46
1297,149,20,1145,29,314.17,3,0.44
1298,122,77,75,69,288.27,7,0.38
1299,122,34,949,25,477.43,7,0.36
1300,96,23,575,85,93.36,5,0.16
1301,173,5,168,49,206.97,8,0.12
1302,154,90,155,27,370.96,9,0.07
1303,10,93,461,39,277.71,10,0.06
1304,189,42,1036,76,189.24,4,0.33
1305,65,64,1984,94,307.08,1,0.32
1306,100,16,170,23,208.69,3,0.03
1307,60,11,1831,27,127.61,8,0.15
1308,41,79,830,10,297.79,6,0.13
1309,90,91,24,89,185.57,8,0.45
1310,13,37,59,2,64.54,2,0.1
1311,37,6,1164,81,43.6,10,0.49
1312,91,53,1592,82,372.4,4,0.37
1313,173,56,1397,94,15.77,4,0.14
1314,76,74,186,43,401.44,5,0.45
1315,102,44,1501,84,348.58,4,0.18
1316,50,36,1099,3,439.19,3,0.16
1317,173,60,543,75,150.17,6,0.46
1318,186,94,568,85,212.82,5,0.4
1319,56,74,1986,12,292.03,2,0.4
1320,112,32,698,96,323.52,4,0.16
1321,9,65,360,34,389.1,5,0.45
1322,173,46,36,98,10.61,7,0.17
1323,66,73,710,99,190.86,4,0.21
1324,120,38,4,34,280.45,3,0.13
1325,85,97,1167,31,443.88,1,0.24
1326,83,84,1508,84,208.98,5,0.07
1327,55,82,792,11,43.58,8,0.18
1328,146,50,253,78,22.46,5,0.14
1329,165,67,297,14,378.24,7,0.39
1330,195,89,1913,42,190.54,9,0.0
1331,105,79,1017,55,429.35,3,0.06
1332,16,31,565,6,255.19,2,0.16
1333,76,81,48,3,495.06,2,0.1
1334,66,6,1612,21,180.78,7,0.12
1335,93,35,157,92,412.05,5,0.31
1336,109,57,810,47,383.93,1,0.12
1337,167,23,1187,5,438.43,5,0.12
1338,159,20,228,70,48.07,6,0.38
1339,90,42,1199,60,181.83,5,0.13
1340,24,73,712,29,43.26,7,0.19
1341,55,1,467,63,471.96,8,0.16
1342,54,39,907,28,464.26,10,0.13
1343,36,80,564,49,286.1,6,0.39
1344,27,10,1123,71,241.99,6,0.05
